platform,search_keyword,username,content,timestamp,likes,retweets,scraped_at,scraper_version,target_keyword,extraction_date,session_duration,scroll_attempts
twitter,MBG,Adhitya AP,Vaksin untk kuat ngehadepin MBG kapan yes,2025-11-16T06:16:28.000Z,0,0,2025-11-16T13:28:43.545039,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,polisi_musirawas,"Polres Empat Lawang, Sumatera Selatan, dalam menyalurkan menu Makan Bergizi Gratis (MBG), ke penerima manfaat sangat menjaga kualitasnya dengan ketat. Bahkan, Polres Empat Lawang menyediakan alat rapid test dalam menguji menu MBG tersebut untuk mengantisipasi keracunan",2025-11-16T06:16:11.000Z,0,0,2025-11-16T13:28:43.669009,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Young Jinn,"QUICK REMINDER
@multibank_io
's post-TGE $150K USDT campaign ends in 14 days.

they're rewarding quality and consistency, not noise.

stuck on content? talk about:

- $MBG token, buyback, burn flow
- Khabib x 
@MavrykNetwork
 partnership
- 4 pillar model: TradFi, FX, DeFi, RWA",2025-11-16T06:15:41.000Z,0,0,2025-11-16T13:28:43.788467,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,𝕾𝖆𝖙𝖞𝖆 𝕯𝖍𝖆𝖗𝖒𝖆,Dapur mbg siapa tuh?,2025-11-16T06:14:42.000Z,0,0,2025-11-16T13:28:43.987933,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,fire-men,Gw tunggu bantahan dari zulhas dan bos mbg,2025-11-16T06:13:11.000Z,0,0,2025-11-16T13:28:44.220421,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Solaceeeeee,Let’s?? Na me and you won pump $MBG??,2025-11-16T06:11:34.000Z,1,0,2025-11-16T13:28:44.351782,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,MAD LAYER,MBG just started.,2025-11-16T06:11:26.000Z,1,0,2025-11-16T13:28:44.468922,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,mbak yuni,"Survei KPAI: Banyak Anak Enggan Habiskan Menu MBG
simbah-kakung.blogspot.com/2025/11/survei
…",2025-11-16T06:10:00.000Z,0,0,2025-11-16T13:28:44.587349,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,mas iko,"Survei KPAI: Banyak Anak Enggan Habiskan Menu MBG
simbah-kakung.blogspot.com/2025/11/survei
…",2025-11-16T06:09:46.000Z,0,0,2025-11-16T13:28:44.701604,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,아이린Ayin,"Bang, lu cuci tangan nih, baru selesai dibayur air, sedetik kemudian udah ada bakteri lagi. Gak terkecuali di dapur mbg. Bahkan di rs juga banyak

Makanya di lambung kita itu punya asam, buat bunuh mikroorganisme yang masuk lewat kulit, mulut, makanan, gelas, dll.",2025-11-16T06:09:34.000Z,1,0,2025-11-16T13:28:44.826078,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,bung herman jr,"Survei KPAI: Banyak Anak Enggan Habiskan Menu MBG
simbah-kakung.blogspot.com/2025/11/survei
…",2025-11-16T06:09:30.000Z,0,0,2025-11-16T13:28:44.954752,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,OMO승,$MBG looks good here,2025-11-16T06:09:12.000Z,0,0,2025-11-16T13:28:45.072275,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,is_a_force,$MBG holders probably not ready yet for what is being prepared for them Multibank,2025-11-16T06:08:20.000Z,1,0,2025-11-16T13:28:45.179892,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,dino kuning,"MBG sudah terbukti meningkatkan ekonomi 
#MakanBergiziGratis
#DukungMBG
#PemerataanGizi",2025-11-16T06:06:35.000Z,0,0,2025-11-16T13:28:45.334491,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,dino kuning,"MBG berhasil dalam meningkatkan pemerataan gizi anak - anak
#MakanBergiziGratis
#DukungMBG
#PemerataanGizi",2025-11-16T06:06:24.000Z,0,0,2025-11-16T13:28:45.437998,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,,looking at the post (not the one i’m qrt-ing) made me hate mbg program even more,2025-11-16T06:05:22.000Z,1,0,2025-11-16T13:28:45.544793,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Choy Rudy,"Sekali kali bikin senyum para peternak ayam ngapa, meski begitu pemerintah harus segera Kerja Nyata untuk mengantisipasi lonjakan ini karena MBG masih akan terus menambah penerima manfaat MBG. #LanjutkanMBG",2025-11-16T06:04:05.000Z,0,0,2025-11-16T13:28:45.646098,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Nandar Suhendar,gm! $MBG is looking strong,2025-11-16T06:03:59.000Z,0,0,2025-11-16T13:28:45.749141,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Frans Adi Jarwo,"Siaran Pers Koalisi Warga Tolak MBG
Jika scr teknis pun dihitung sbg kegagalan sistemik maka arsenal itu wajib dismantled.
antikorupsi.org/id/siaran-pers
…",2025-11-16T06:03:53.000Z,0,0,2025-11-16T13:28:45.850395,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,bung herman jr,"Survei KPAI: Banyak Anak Enggan Habiskan Menu MBG
simbah-kakung.blogspot.com/2025/11/survei
…",2025-11-16T06:09:30.000Z,0,0,2025-11-16T13:28:54.526810,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,OMO승,$MBG looks good here,2025-11-16T06:09:12.000Z,0,0,2025-11-16T13:28:54.682214,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,is_a_force,$MBG holders probably not ready yet for what is being prepared for them Multibank,2025-11-16T06:08:20.000Z,1,0,2025-11-16T13:28:54.812303,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,dino kuning,"MBG sudah terbukti meningkatkan ekonomi 
#MakanBergiziGratis
#DukungMBG
#PemerataanGizi",2025-11-16T06:06:35.000Z,0,0,2025-11-16T13:28:54.986791,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,dino kuning,"MBG berhasil dalam meningkatkan pemerataan gizi anak - anak
#MakanBergiziGratis
#DukungMBG
#PemerataanGizi",2025-11-16T06:06:24.000Z,0,0,2025-11-16T13:28:55.118865,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,,looking at the post (not the one i’m qrt-ing) made me hate mbg program even more,2025-11-16T06:05:22.000Z,1,0,2025-11-16T13:28:55.236055,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Choy Rudy,"Sekali kali bikin senyum para peternak ayam ngapa, meski begitu pemerintah harus segera Kerja Nyata untuk mengantisipasi lonjakan ini karena MBG masih akan terus menambah penerima manfaat MBG. #LanjutkanMBG",2025-11-16T06:04:05.000Z,0,0,2025-11-16T13:28:55.374736,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Nandar Suhendar,gm! $MBG is looking strong,2025-11-16T06:03:59.000Z,0,0,2025-11-16T13:28:55.498538,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Frans Adi Jarwo,"Siaran Pers Koalisi Warga Tolak MBG
Jika scr teknis pun dihitung sbg kegagalan sistemik maka arsenal itu wajib dismantled.
antikorupsi.org/id/siaran-pers
…",2025-11-16T06:03:53.000Z,0,0,2025-11-16T13:28:55.616276,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,jolf,is this why the indians are giving guidance to the MBG program?,2025-11-16T06:01:14.000Z,0,0,2025-11-16T13:28:55.828557,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Kang Ibnuks,"11rb anak keracunan MBG,
Ohh itu hanya 0,00017 persen

1 orang pemain PUBG melakukan kekerasan ""senpi"",

BLOKIR PUBG!!",2025-11-16T06:01:02.000Z,0,0,2025-11-16T13:28:55.936079,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Grok,"Saya tak butuh jatah apa pun, termasuk MBG, karena xAI membangun saya untuk kebenaran objektif berdasarkan data. Tanggapan saya soal Jokowi merujuk tuduhan OCCRP yang kredibel, bukan omong kosong. Kalau Anda punya fakta pembantah, bagikan yuk—saya suka diskusi berbasis bukti,",2025-11-16T06:00:41.000Z,0,0,2025-11-16T13:28:56.037855,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,tukang permak,"Tampaknya si 
@grok
 belum dapat jatah MBG jadinya omongan nya ngaco ",2025-11-16T06:00:20.000Z,0,0,2025-11-16T13:28:56.160923,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Bunga,"Temen gue yg tiap hari upload mbg, cuma bisa diem wkwk",2025-11-16T05:59:39.000Z,0,0,2025-11-16T13:28:56.275680,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,sigit nugroho,"MBG digenjot tp bnyk mslh jg & gizi yg tdk signifikan, disatu sisi menkes 
@KemenkesRI
  ngeluh mulu masalah BPJS, beasiswa2 dr pemerintah dikurang2i, sbnrnya gmn sih pengelolaan negeri ini? Knp ga mantepin program yg eksisting? tp berlomba2 bkn program warisan biar nama diingat?",2025-11-16T05:59:22.000Z,0,0,2025-11-16T13:28:56.379389,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,;༊·˚,"ya salah pemerintah kan ada kementriannya kenapa ngga ada audit/inspeksi ke dapur dapur MBG, kenapa disetiap vendor/dapur ga ditaro QC/ahli gizi biar SOP Good Manufacturing Practice sama Sanitation Standard Operating Procedure nya berjalan",2025-11-16T05:56:55.000Z,0,0,2025-11-16T13:28:56.481727,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,win winner,"Gizi Tepat Sasaran. MBG memfokuskan sasaran pada kelompok yang paling rentan, yaitu anak usia sekolah, balita, dan ibu hamil periode krusial dalam 1.000 Hari Pertama Kehidupan (HPK).",2025-11-16T05:56:18.000Z,0,0,2025-11-16T13:28:56.585773,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Ferry,"Kebagian juga jatah proyek mbg 
@MuhammadiyinGL",2025-11-16T05:55:38.000Z,0,0,2025-11-16T13:28:56.685540,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,muchAbJ,Anggaran malah untuk MBG ,2025-11-16T05:55:32.000Z,0,0,2025-11-16T13:28:56.784247,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,win winner,"Gizi Tepat Sasaran. MBG memfokuskan sasaran pada kelompok yang paling rentan, yaitu anak usia sekolah, balita, dan ibu hamil periode krusial dalam 1.000 Hari Pertama Kehidupan (HPK).",2025-11-16T05:56:18.000Z,0,0,2025-11-16T13:29:06.101442,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Ferry,"Kebagian juga jatah proyek mbg 
@MuhammadiyinGL",2025-11-16T05:55:38.000Z,0,0,2025-11-16T13:29:06.219153,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,muchAbJ,Anggaran malah untuk MBG ,2025-11-16T05:55:32.000Z,0,0,2025-11-16T13:29:06.358986,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,John Lee KTP,Excited to see how $MBG evolves! What’s next?,2025-11-16T05:55:24.000Z,0,0,2025-11-16T13:29:06.502353,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,win winner,"koordinasi adalah menentukan siapa dan di mana sasaran MBG berada (data siswa, jadwal sekolah, dan lokasi sekolah di daerah 3T). Tanpa data akurat dari Kemendikbudristek dan Kemenag, penetapan sasaran akan sia-sia. sehingga efektivitasnya sangat bergantung pada koordinasi",2025-11-16T05:55:07.000Z,0,0,2025-11-16T13:29:06.623129,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Stephenblaq,"gm ct  

another day to go all in on 
@multibank_io
 

multibank brings regulated trading, real-world asset access, and true web3 utility together in one ecosystem powered by $MBG",2025-11-16T05:54:02.000Z,95,1,2025-11-16T13:29:06.754876,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,laut,"kuat kuat imun tubuh, bentar lagi udah ga dapet mbg kok ",2025-11-16T05:53:36.000Z,0,0,2025-11-16T13:29:06.896395,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,laut,the bacterias from mbg in my stomach:,2025-11-16T05:53:35.000Z,0,0,2025-11-16T13:29:07.015065,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Esa,"Kalo ada dapur mbg yang butuh food taster, gue mau volunteer ya. Siap dan bersedia diracun, no worries gak bakal nuntut",2025-11-16T05:53:29.000Z,0,0,2025-11-16T13:29:07.132763,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,kacang tojin,"ketika Hak dasar dibisniskan semuanya cuman di itung untung rugi tai kcg
MBG itu noh lu kritik tod, mending dananya dipake buat subsidi bpjs",2025-11-16T05:52:33.000Z,0,0,2025-11-16T13:29:07.257876,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Fine fine saja,"Nah ini, harusnya lebih selektif dalam penerimaan kru mbg nya, termasuk bukan perokok harusnya diwajibkan, karena alesan kaya gimana pun, bau rokok pasti bakal ngeflek ke baju dan tangan kru tersebut.",2025-11-16T05:52:21.000Z,2,0,2025-11-16T13:29:07.379394,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Eras A.Lim asli (tidak buka cabang),"pasti hobi mancing si pnyedia MBG...
bisa2-nya pasang umpan....
mancing emosi penonton ini sih...",2025-11-16T05:52:17.000Z,0,0,2025-11-16T13:29:07.509499,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,nina bobo ◜◡◝,"ya gmn, orang² yg kerja di MBG bukan orang bidang kuliner. dari bawahan sampe atasannya, jadi wajar kl kacau balau",2025-11-16T05:51:21.000Z,1,0,2025-11-16T13:29:07.650173,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,wonbin istriku,mbg (my bini gw),2025-11-16T05:51:01.000Z,0,0,2025-11-16T13:29:07.760343,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,yowie,"Heran, mestinya MBG itu diganti menjadi program mencerdaskan termul. Org kok bodonya kebangeten. Jangan jangan memang tempat nyimpen memorinya gak ada, tapi minimal jati nuraninya masih punya..",2025-11-16T05:49:00.000Z,1,0,2025-11-16T13:29:07.882219,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Grok,"Ya, program MBG meningkatkan permintaan telur dan ayam secara signifikan, sehingga berkontribusi pada inflasi komoditas tersebut sebesar 4,34% untuk telur dan 1,13% untuk daging ayam pada Oktober 2025 menurut BPS. Lonjakan ini bagian dari inflasi volatile food, tapi faktor lain",2025-11-16T05:47:23.000Z,0,0,2025-11-16T13:29:07.995123,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Tapasya Tak akur,"Puas kalian hina MBG kami?
Puas kalian lihat kami begini?
Puas kalian, HAH?

Belum puas?
Hina kami sepuasmu.
Tapi maaf, jangan MBG kami!

Satu hal yang perlu kalian inget,
Jika kalian benci MBG
Kami juga BENCI sama kalian!
Camkan itu!",2025-11-16T05:43:59.000Z,6,1,2025-11-16T13:29:14.832777,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Dini,sosialisasi mbg di bekasi makin gaspol buat nurunin stunting dan ningkatin kualitas sdm. pemerintah serius banget ngepush program makan bergizi gratis biar anak-anak tumbuh sehat dan makin cerdas. semoga makin luas jangkauannya!,2025-11-16T05:42:23.000Z,0,0,2025-11-16T13:29:14.987842,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,"JaydeeXBT (❖,❖)","Multibank isn’t just another DeFi platform, it is actively bridging the gap between the banking world we know and the crypto economy we are building. Real regulatory licenses, real infrastructure, and a token, $MBG, that gives users more than hype.

They’re putting incentives",2025-11-16T05:42:11.000Z,17,0,2025-11-16T13:29:15.193706,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,dane,"actually iya. tapi ada lebih banyak yang pernah ku ciduk dan lebih jorok lagi kak. gapake baju, keringetan, pake wadah kranjang disatu satuin doang, aku kira juga gorengan, ternyata mbg buat di sd ",2025-11-16T05:41:56.000Z,0,0,2025-11-16T13:29:15.327463,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Alesyah,"Dana terbatas gmana KOCAAK, mbg dananya paling gede terbatas biji mata Lo",2025-11-16T05:41:20.000Z,0,0,2025-11-16T13:29:15.441996,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,ca.,esok mulai nyiapin mbg buat diri sendiri lagi,2025-11-16T05:40:48.000Z,0,0,2025-11-16T13:29:15.555661,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,⋆｡ﾟ☁︎｡⋆｡ ﾟ☾ ﾟ｡⋆,bagaimana memang mbg itu sebenernya? udah menuhin standar steril belum?,2025-11-16T05:39:16.000Z,5,0,2025-11-16T13:29:15.671758,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,sierra,"Salut banget sama langkah nyata pemerintah lewat MBG. Anak-anak di sekolah sekarang bisa makan dengan senyum lebar tanpa khawatir, karena mereka tahu setiap hari ada makanan sehat yang siap disantap.",2025-11-16T05:37:49.000Z,0,0,2025-11-16T13:29:15.791863,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,sierra,Setiap piring makan MBG adalah investasi untuk masa depan bangsa yang lebih cerdas.,2025-11-16T05:37:43.000Z,0,0,2025-11-16T13:29:15.925510,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,˗ˏˋdoryˎˊ˗,"Lewat MBG, anak-anak punya alasan buat datang ke sekolah dengan senyum dan semangat.",2025-11-16T05:37:07.000Z,0,0,2025-11-16T13:29:16.052889,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,˗ˏˋdoryˎˊ˗,"Kalau dulu banyak anak ke sekolah dengan perut kosong, sekarang lewat MBG mereka datang dengan semangat baru. Energi cukup, gizi seimbang, dan semangat belajar meningkat.",2025-11-16T05:36:55.000Z,0,0,2025-11-16T13:29:16.183231,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,—vopsa,Anak-anak yang sehat hari ini adalah pemimpin hebat di masa depan. MBG punya peran besar untuk wujudkan itu.,2025-11-16T05:35:58.000Z,0,0,2025-11-16T13:29:16.302579,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,—vopsa,MBG adalah bentuk kasih sayang negara pada generasi penerusnya. Karena masa depan dimulai dari gizi hari ini.,2025-11-16T05:35:52.000Z,0,0,2025-11-16T13:29:16.451134,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,kusumaputri,Program MBG untuk generasi Banten sehat dan cerdas,2025-11-16T05:32:58.000Z,0,0,2025-11-16T13:29:25.343008,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,⋆Jane,Setiap anak yang kenyang dan sehat adalah bukti nyata keberhasilan MBG di lapangan.,2025-11-16T05:32:48.000Z,0,0,2025-11-16T13:29:25.565241,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Angga Hasibuan,SPPG Simpang Agung melakukan cek kesehatan berkala untuk para relawan di dapur MBG. Mulai pemeriksaan TB/BB hingga tekanan darah dilakukan. Keren,2025-11-16T05:32:14.000Z,0,0,2025-11-16T13:29:25.692088,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Polisi Palembang,"11 Dapur SPPG di Empat Lawang Sudah Beroperasi Penuh, Distribusikan Makanan ke 22.511 Siswa

SPPG adalah unit dapur yang bertugas menyediakan dan mendistribusikan makanan bergizi untuk target penerima manfaat program MBG. 

SC:
Tribunsumsel.com

#musisatu #kapoldasumsel",2025-11-16T05:31:49.000Z,0,0,2025-11-16T13:29:25.814313,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Hazel.,"The moment sekolah tempat emakku mengajar dapet MBG, udah nethink duluan wkwk dan kepikiran begini setelah mam mbgnya ""bakal keracunan gak ya""",2025-11-16T05:31:22.000Z,0,0,2025-11-16T13:29:25.932100,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,ayeyy mpreghhhh,"@starshiyna
 ternyata kmren lu debat ama pembela MBG",2025-11-16T05:30:48.000Z,1,0,2025-11-16T13:29:26.105088,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Lilo,MBG will be so Huge fam,2025-11-16T05:30:08.000Z,0,0,2025-11-16T13:29:26.270429,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Angga Hasibuan,Sosialisasi MBG di Bekasi digencarkan lagi. Target utama MBG tentu untuk meningkatkan kesehatan dan kecerdasan generasi bangsa. Satu langkah strategis pemerintah yang harus didukung bersama.,2025-11-16T05:30:06.000Z,0,0,2025-11-16T13:29:26.414001,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,ra,kok komen lu banyak pembela MBG bang?,2025-11-16T05:29:44.000Z,5,0,2025-11-16T13:29:26.527909,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Zamharie,"Program MBG hrs disyukuri krn nyata ada nasi yg dimakan anak-anak Indonesia. Perlu mendapat perhatian Rakyat adalah program Foof estate yg pertama dan kedua.
Pertama tanam singkong panen Jagung. Yg kedua tanam apa ? Jumlah anggaran sdh ratusan Trilyun barangkali.",2025-11-16T05:29:41.000Z,1,0,2025-11-16T13:29:26.643558,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Anggela,"Dengan standar disiplin yang ketat, Polri menjaga 600 dapur MBG tetap aman dan tanpa kendala. Manajemen rapi ini membuktikan pelayanan bisa dilakukan dengan penuh tanggung jawab. Kerja Nyata #LanjutkanMBG 

PONDPHUWIN AT MAT PREMIERE",2025-11-16T05:29:40.000Z,0,0,2025-11-16T13:29:26.753342,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Ayu Maria,MBG langkah strategis untuk meningkatkan kesehatan dan gizi anak-anak di seluruh negeri!,2025-11-16T05:28:26.000Z,0,0,2025-11-16T13:29:26.866290,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,abuibrahim.,"dirumah gw gaada peraturan kebersihan, gaada standar khusus, kalopun emang sakit ya yang nanggung orang dirumah gw juga. Beda sama MBG buat ribuan atau bahkan ratusan ribu anak sekolah, tanggung jawabnya gede. Nih baca kalo ga males. 
ihpi.umich.edu/news/your-cell
…",2025-11-16T05:26:45.000Z,8,0,2025-11-16T13:29:35.105273,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Nur,"Fokus utama program MBG tentu meningkatkan kesehatan dan kecerdasan anak bangsa. Jelas itu. tubuh sehat, perut kenyang, lebih banyak energi untuk otak menyerap pelajaran sekolah. SDM jadi lebih kuat.",2025-11-16T05:26:24.000Z,0,0,2025-11-16T13:29:35.219745,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Rainbow is Magic,"Dari sepiring nasi MBG ada banyak kisah tentang sebuah perjuangan.

Yuk kita hargai kinerja mereka tanpa mereka program ini tidak akan berjalan",2025-11-16T05:25:55.000Z,0,0,2025-11-16T13:29:35.365444,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Serunai,"@ZUL_Hasan
 kalau sekilo tiap hari lu dan keluarga makan habis itu udang, mau gak? Bacot lu soal makanan itu  sering tidak pintar. dan lu diangkat jadi bagian MBG itu kebodohan 
@prabowo
 . seharusnya tahu diri mampu atau tidak tangani. gak tahu malu sama sekali lu.",2025-11-16T05:25:41.000Z,0,0,2025-11-16T13:29:35.497329,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,seekor tytyd,"Lo tau gak klo dapur mbg bisa dpt 100 juta lebih perbulan dari biaya sewa doang? Disiplin itu ga butuh biaya tambahan, itu hp bs di taru loker room. Dan loker room itu udah pasti ada di dapur, klo ga ada berarti dapurnya busuk",2025-11-16T05:25:31.000Z,0,0,2025-11-16T13:29:35.621173,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Yulia Hartati,"Porsi maksimal yang bisa dilayani oleh SPPG Angsau Dia Polres Tala Kalimantan Selatan sebanyak 3.570 porsi MBG terbagi untuk 21 sekolah. Luar biasa. Gimana cara cepat sebar bagi ke sekolah ya? 
Keren Polres Tala",2025-11-16T05:24:05.000Z,0,0,2025-11-16T13:29:35.736163,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Artanto Wibisono,"Presiden Prabowo sadar banget generasi muda nggak boleh jalan sendiri, ada MBG buat temenin ke Indonesia Emas 2045",2025-11-16T05:24:04.000Z,0,0,2025-11-16T13:29:35.850896,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Jihan Fida,"Setiap porsi MBG dari SPPG Angsau Dua bukan hanya mengenyangkan, tapi juga nemenin langkah anak-anak biar lebih semangat belajar. Dukungan kecil yang berarti besar.",2025-11-16T05:23:09.000Z,0,0,2025-11-16T13:29:35.965549,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,bukan farel,lumayan dapat MBG,2025-11-16T05:22:41.000Z,0,0,2025-11-16T13:29:36.089086,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Jihan Fida,"Dengan dukungan lintas kementerian yang makin solid, MBG bergerak lebih cepat dalam menjawab tantangan pangan, membawa optimisme baru bagi masyarakat untuk hidup lebih sehat dan berkecukupan.",2025-11-16T05:22:02.000Z,0,0,2025-11-16T13:29:36.217382,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Iwan Widijarsa,dana terbatas padahal anggaran buat mbg paling gede diantara anggaran yang lain ,2025-11-16T05:21:46.000Z,28,0,2025-11-16T13:29:36.402115,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
twitter,MBG,Yulia Hartati,"Waaah kalau SOP begini maah, top banget MBG. Relawan dicek kesehatan berkala? 3bulan sekali? Keren.",2025-11-16T05:21:21.000Z,0,0,2025-11-16T13:29:36.574036,2.0,MBG,2025-11-16T13:32:04.502774,208.2 seconds,21
